date_found,company,job_title,role_family,level,location,remote_policy,source,job_url,posted_date,priority,status,resume_variant,skip_reason,blocker,next_action,notes,archived
2026-07-17,StubHub,Software Engineer I - Core Compute Platform,Software Engineering,Level I,"New York, NY",Hybrid,Simplify Jobs public new-grad feed; direct Greenhouse posting,https://job-boards.eu.greenhouse.io/stubhubinc/jobs/4921819101?utm_source=Simplify&ref=Simplify,2026-07-07,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Level I platform role in Tier 1 NYC with AI infrastructure exposure. Direct posting targets Spring or Summer 2026 graduates and lists USD 120000-150000 base; sponsorship question is present but no no-sponsor blocker was visible.,true
2026-07-17,Cerebras Systems,Software Engineer - New Grad 2026,AI Engineering,New grad,"Sunnyvale, CA; Toronto, ON",Hybrid,Simplify Jobs public new-grad feed; direct Ashby posting,https://jobs.ashbyhq.com/cerebras/99c289fa-8fc6-49f7-b7e8-78ac4e9d99ac/application?utm_source=Simplify&ref=Simplify,2026-07-07,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,New-grad AI infrastructure systems role. Direct posting says graduating in 2026 and mentions Sunnyvale CA in the description but ATS structured location emphasizes Toronto; verify US location and sponsorship before applying.,true
2026-07-17,Notion,"Software Engineer, Early Career",Software Engineering,Early career,"San Francisco, CA",Onsite,Simplify Jobs public new-grad feed; direct Ashby posting,https://jobs.ashbyhq.com/notion/297b4ece-765f-4eea-b1b8-46057cb6501f/application?utm_source=Simplify&ref=Simplify,2026-07-06,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Direct source-of-truth Notion early-career SWE role in Tier 1 SF. Posting asks for less than two years of engineering experience and lists USD 130000-150000 base; verify sponsorship before applying.,true
2026-07-17,Notion,"Software Engineer, Early Career (AI)",AI Engineering,Early career,"San Francisco, CA",Hybrid,Simplify Jobs public new-grad feed; direct Ashby posting,https://jobs.ashbyhq.com/notion/85947779-6b87-466a-98bc-30a640448c28/application?utm_source=Simplify&ref=Simplify,2026-07-06,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Direct source-of-truth Notion early-career AI engineering role in Tier 1 SF. Posting covers LLMs embeddings evals and model systems and lists USD 130000-150000 base; verify sponsorship before applying.,true
2026-07-17,Brivo,"Software Engineer, Early Career - AI Platform",AI Engineering,Early career,"Bethesda, MD",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-early-career-ai-platform-at-brivo-4439267809,2026-07-17,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Early-career AI platform role with LLM and agent workflow scope. Public detail lists USD 120000-144000 base and no hard sponsorship blocker was visible; verify sponsorship before applying.,true
2026-07-17,Showpad,Junior Software Engineer,Software Engineering,Junior,"Minneapolis, MN",Remote,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/junior-software-engineer-at-showpad-4432812870,2026-07-17,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,L1 junior software engineering role for the Minneapolis area with mentorship and foundational CS requirements. Salary and sponsorship were not visible in the public detail; verify both before applying.,true
2026-07-17,Bot Auto,"Software Engineer, Operation Platforms",Software Engineering,Early career,San Francisco Bay Area,Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-operation-platforms-at-bot-auto-4424140540,2026-07-17,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Early-career operations-platform software role. Posting says 0-3 years of software engineering experience and that new graduates with strong fundamentals are welcome; salary and sponsorship were not visible.,true
2026-07-17,Confido,New Grad Software Engineer,AI Engineering,New grad,NYC,Onsite,Simplify Jobs public new-grad feed; direct Ashby posting,https://jobs.ashbyhq.com/confido/69c0e572-b2f4-442f-beb8-1240155c629e/application?utm_source=Simplify&ref=Simplify,2026-07-01,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,New-grad full-stack role with AI-powered workflow scope in NYC. Direct Ashby posting lists USD 170000 base plus equity and relocation support; verify sponsorship before applying.,true
2026-07-17,"Cylake, Inc.",Software Engineer (2027 University Grad),Software Engineering,New grad,"Sunnyvale, CA",Onsite,Simplify Jobs public new-grad feed; direct Ashby posting,https://jobs.ashbyhq.com/cylake-inc/1d1ac42e-299c-42af-bd7c-b8c5fb07f735/application?utm_source=Simplify&ref=Simplify,2026-06-26,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,University-grad software role in Sunnyvale with infrastructure backend frontend and full-stack tracks. Direct Ashby posting lists USD 130000-160000 base; verify exact graduation-month eligibility and sponsorship before applying.,true
2026-07-17,Bot Auto,"Machine Learning/Deep Learning Engineer (PhD, New Grad)",AI Engineering,New grad,"Houston, TX; SF Bay Area",Unspecified,Simplify Jobs public new-grad feed; direct Greenhouse posting,https://job-boards.greenhouse.io/botauto/jobs/5290395008?utm_source=Simplify&ref=Simplify,2026-07-02,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,PhD-targeted role excluded,,No action,"New-grad ML/deep-learning role for autonomous trucking. Public Greenhouse form asks sponsorship questions but did not show a no-sponsor blocker; verify PhD degree fit, compensation, and sponsorship before applying. Updated 2026-07-18 under PhD exclusion rule.",true
2026-07-17,Cerebras Systems,CoDesign & NextGen - New College Grad,AI Engineering,New grad,"Sunnyvale, CA",Onsite,Simplify Jobs public new-grad feed; direct Ashby posting,https://jobs.ashbyhq.com/cerebras/987d7f64-c957-4c8f-b89d-2f9d64738507/application?utm_source=Simplify&ref=Simplify,2026-07-07,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"New-college-grad AI systems role at the software/hardware interface in Sunnyvale. Direct Ashby posting lists USD 145000-155000 base and relocation support; title does not explicitly say C++ but body mentions C++ and Python, so verify fit and sponsorship.",true
2026-07-17,Esri,Software Engineer I - Front-End Engineer for ArcGIS Enterprise,Software Engineering,Level I,"Redlands, CA",Unspecified,Simplify Jobs public new-grad feed; direct Esri posting,https://www.esri.com/careers/5190253007?gh_jid=5190253007&utm_source=Simplify&ref=Simplify,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Direct posting lists USD 79040-133016 base, below the salary floor.",true
2026-07-17,NVIDIA,"Systems Software Engineer, Accelerated Kubernetes Performance and Scale - New College Grad 2026",AI Engineering,New grad,"Seattle, WA; Santa Clara, CA",Hybrid,Simplify Jobs public new-grad feed; direct Workday posting,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Systems-Software-Engineer--Accelerated-Kubernetes-Performance-and-Scale---New-College-Grad-2026_JR2020957?utm_source=Simplify&ref=Simplify,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"New-college-grad AI infrastructure role in Tier 1 locations, but direct posting lists Level 1 base range USD 108000-178250 below the salary floor.",true
2026-07-17,Microsoft,Software Engineer,Software Engineering,Early career,"Redmond, WA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-at-microsoft-4441984253,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"LinkedIn detail lists USD 85400-168100 base and asks for 2+ years technical engineering experience, so it does not fit the new-grad salary and level filters.",true
2026-07-17,IXL Learning,Software Engineer New Grad,Software Engineering,New grad,"San Mateo, CA",Onsite,Simplify Jobs public new-grad feed; direct IXL posting,https://www.ixl.com/company/jobs?gh_jid=8615710002&utm_source=Simplify&ref=Simplify,2026-07-02,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Direct posting says H1B sponsorship is available, but lists USD 110000-135000 base, below the salary floor.",true
2026-07-17,Travelers,Software Engineer I (AI Driven),AI Engineering,Level I,"Hartford, CT; St Paul, MN",Unspecified,Simplify Jobs public new-grad feed; direct Workday posting,https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Software-Engineer-I--AI-Driven-_R-51215?utm_source=Simplify&ref=Simplify,2026-07-08,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Posting says no H-1B/TN/STEM OPT support and salary lower bound below 120000 USD,,No action,Direct posting says the company does not sponsor/support H-1B petitions TN or Forms I-983/STEM OPT and lists USD 99100-163400 base.,true
2026-07-17,PointOne,New Grad Software Engineer,AI Engineering,New grad,NYC,Onsite,Simplify Jobs public new-grad feed; direct Ashby posting,https://jobs.ashbyhq.com/PointOne/1e312db8-6d18-4d07-af99-ed3ba165e7d9/application?utm_source=Simplify&ref=Simplify,2026-06-29,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"New-grad AI product/RAG role in NYC, but direct Ashby structured compensation lists USD 100000-140000 base, below the salary floor.",true
2026-07-18,StubHub,Software Engineer I - Open Distribution (New Grad),Software Engineering,New grad,"Los Angeles, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-open-distribution-new-grad-at-stubhub-4434020203,2026-07-18,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,New-grad SWE I role in Tier 1 Los Angeles. Public detail lists USD 120000-150000 base and AI-driven tooling/integration work; verify sponsorship before applying.,true
2026-07-18,Notion,"Software Engineer, New Grad",Software Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search; direct Ashby source-of-truth review,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-notion-4406118990,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Graduation/start-date requirement conflicts with stored graduation window,,No action,Direct Ashby source-of-truth page requires starting full-time prior to July 27 2026; candidate graduation window is December 2026 through May 2027.,true
2026-07-18,Pax,Software Engineer (Early Career),AI Engineering,Early career,"San Francisco, CA",Onsite,LinkedIn Jobs guest search; Basis Set portfolio listing,https://www.linkedin.com/jobs/view/software-engineer-early-career-at-basis-set-4442467762,2026-07-18,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Basis Set portfolio listing is for Pax. Posting says any experience with new grads ok, visa will sponsor, USD 130000-170000 base plus equity, and LLM/full-stack work; verify source-of-truth and sponsorship details before applying.",true
2026-07-18,Fluidstack,Machine Learning Engineer,AI Engineering,Unspecified,"NYC; Austin, TX; San Francisco, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-fluidstack-4441387199,2026-07-18,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Fresh ML engineer role in preferred locations with public detail listing USD 269000-317000 base. No explicit years requirement or sponsorship blocker was visible in the guest detail; verify level/new-grad fit and sponsorship before applying.,true
2026-07-18,Adobe,Machine Learning Engineer,AI Engineering,Unspecified,"San Jose, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-adobe-4424515356,2026-07-18,Medium,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,ML/search/recommendation role in Tier 1 San Jose. Public detail lists California base range USD 161700-234150 and no explicit years requirement in the visible text; verify new-grad/early-career fit and sponsorship before applying.,true
2026-07-18,Goliath Partners,Machine Learning Engineer,AI Engineering,Unspecified,"New York, United States",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-goliath-partners-4442171095,2026-07-17,Low,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Fresh NYC-area multimodal GenAI recruiter listing. Public detail was short and did not expose salary, sponsorship, or seniority; verify source-of-truth, level, compensation, and sponsorship before applying.",true
2026-07-18,Twitch,"Software Engineer, Memberships I",Software Engineering,Level I,"San Francisco, CA; Seattle, WA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-memberships-i-at-twitch-4433285415,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Amazon-owned company conflicts with Amazon hard skip and listed compensation lower bound below 120000 USD,,No action,"Twitch is Amazon-owned and public detail lists USD 110500-160000 for one range, below the salary floor.",true
2026-07-18,S&C Electric Company,Software Engineer I,Software Engineering,Level I,"Chicago, IL",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-at-s-c-electric-company-4442178825,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD and requires 2 years experience,,No action,Public detail lists USD 79827-106767.86 and asks for 2 years of software engineering experience.,true
2026-07-18,KARL STORZ North America,Software Engineer I,Software Engineering,Level I,"Goleta, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-i-at-karl-storz-north%C2%A0america-4423581802,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,Public detail asks for 2 years of relevant software engineering experience and does not present a new-grad signal.,true
2026-07-18,SpaceX,"Full Stack Software Engineer, Observability (Starlink)",Software Engineering,Unspecified,"Hawthorne, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/full-stack-software-engineer-observability-starlink-at-spacex-4442172014,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Space/aerospace industry hard skip,,No action,SpaceX/Starlink role conflicts with the space/aerospace hard skip rule.,true
2026-07-18,SpaceX,"Software Engineer, Telemetry (Starlink)",Software Engineering,Unspecified,"Hawthorne, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-telemetry-starlink-at-spacex-4383449303,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Space/aerospace industry hard skip,,No action,SpaceX/Starlink role conflicts with the space/aerospace hard skip rule.,true
2026-07-18,Starbucks,"software engineer- ST, Seattle, WA",Software Engineering,Unspecified,"Seattle, WA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-st-seattle-wa-at-starbucks-4433461327,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,Public detail asks for 4 years of professional industry software development experience.,true
2026-07-18,OSSUMS,"Software Engineer, New Grad",Software Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-ossums-4442483161,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,LinkedIn card says OSSUMS but public detail body repeatedly references Notion application text. Direct Notion new-grad row was tracked separately.,true
2026-07-18,PayPal,Software Engineer,Software Engineering,Early career,"San Jose, CA",Hybrid,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-at-paypal-4442426310,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Posting says legally authorized to work in the U.S. without sponsorship,,No action,Public detail requires U.S. work authorization without sponsorship and asks for a Master degree plus one year of experience.,true
2026-07-18,Distyl,AI Engineer,AI Engineering,Unspecified,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/ai-engineer-at-distyl-4427866773,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,"Public detail asks for 2+ years of software engineering experience, which does not fit the new-grad/early-career target.",true
2026-07-18,Roku,"Software Engineer, Embedded Agentic AI",AI Engineering,Unspecified,"San Jose, CA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/software-engineer-embedded-agentic-ai-at-roku-4415511161,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,"Public detail asks for 2+ years of software engineering, AI/ML engineering, backend development, or adjacent experience.",true
2026-07-18,Artos AI,Applied AI Engineer,AI Engineering,Unspecified,"San Francisco, CA",Onsite,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/applied-ai-engineer-at-artos-ai-4430130904,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,Public detail asks for 2+ years of software development experience building and deploying AI/ML applications.,true
2026-07-18,Booz Allen Hamilton,Agentic AI Machine Learning Engineer,AI Engineering,Unspecified,"Arlington, VA; Alexandria, VA",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/agentic-ai-machine-learning-engineer-at-booz-allen-hamilton-4423555882,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Defense/clearance role and required years of experience too high,,No action,"Public detail references Defense and Intelligence sectors, clearance, 3+ years of ML engineering experience, and a salary range starting below the salary floor.",true
2026-07-18,Snorkel AI,Applied AI Engineer - Enterprise Solutions,AI Engineering,Unspecified,"New York, NY",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/applied-ai-engineer-enterprise-solutions-at-snorkel-ai-4381276550,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,Public detail asks for 3+ years of customer-facing AI/ML solution implementation experience.,true
2026-07-18,WireScreen,Machine Learning Engineer,AI Engineering,Unspecified,"New York, NY",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-wirescreen-4434025418,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,Public detail asks for 4+ years of experience working on clustering-type ML problems.,true
2026-07-18,Mercor,"Machine Learning Engineer, Frontier Data Products",AI Engineering,Unspecified,"San Francisco, CA",Onsite,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/machine-learning-engineer-frontier-data-products-at-mercor-4405681158,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Required years of experience too high for new-grad focus,,No action,Public detail asks for 4 years of experience despite a strong AI title and salary range.,true
2026-07-18,"Ventas, Inc.",Machine Learning Engineer,AI Engineering,Unspecified,"Chicago, IL",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ventas-inc-4414706554,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Posting says no sponsorship and requires 5+ years experience,,No action,Public detail asks for 5+ years of ML production experience and says applicants must be authorized to work without employer sponsorship now or in the future.,true
2026-07-18,Millennium,Forward Deployment AI Engineer,AI Engineering,Unspecified,"New York, NY",Unspecified,LinkedIn Jobs guest search,https://www.linkedin.com/jobs/view/forward-deployment-ai-engineer-at-millennium-4441355849,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Forward deployment role hard skip,,No action,"Title is Forward Deployment AI Engineer, which matches the forward-deploy hard skip rule.",true
2026-07-18,Nuro,"Software Engineer, Performance - New Grad",Software Engineering,New grad,"Mountain View, CA",Unspecified,Simplify/Coder Quad new-grad feed; direct Greenhouse API,https://nuro.ai/careersitem?gh_jid=6972272&utm_source=Simplify&ref=Simplify,2026-07-16,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,"Fresh 2d feed lead. Public Greenhouse API lists first_published 2026-07-16 and USD 153000-175000 base; no no-sponsorship blocker was visible. Title does not explicitly say C++ but body requires C++ performance work, so verify fit before applying.",true
2026-07-18,Lightfield,"AI Product Engineer, New Grad",AI Engineering,New grad,SF,Hybrid,direct public Ashby job board,https://jobs.ashbyhq.com/Lightfield/bb758825-5422-46c4-86c3-0be1cc89148f,Unspecified,High,Pending,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,,,,Current public Ashby board listing. New-grad AI/product-engineering role in Tier 1 SF with USD 160000-180000 salary; posted date was not exposed by Ashby API. Verify sponsorship before applying.,
2026-07-18,Notion,"Software Engineer, New Grad (AI)",AI Engineering,New grad,"San Francisco, CA",Onsite,direct public Ashby job board,https://jobs.ashbyhq.com/notion/7e6dc7fe-7ddd-42c1-8928-13f7bddb9ec9,Unspecified,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Graduation/start-date requirement conflicts with stored graduation window,,No action,Direct Ashby page lists USD 126000-146000 base but requires starting full time prior to July 27 2026; candidate graduation window is December 2026 through May 2027.,
2026-07-18,NVIDIA,"Software Engineer, Hardware Tools and Methodology - New College Grad 2026",Software Engineering,New grad,"Santa Clara, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/software-engineer-hardware-tools-and-methodology-new-college-grad-2026-at-nvidia-4424322453,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,Public detail lists Level 2 base range USD 116000-189750 and Level 3 USD 136000-218500; lower bound is below the stored salary floor.,true
2026-07-18,Deloitte,Applied AI Engineer I,AI Engineering,Level I,"Dallas, TX",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/applied-ai-engineer-i-at-deloitte-4442150024,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD and required years too high,,No action,Public detail asks 2+ years experience and lists wage range USD 84300-155400. It says limited immigration sponsorship may be available but salary and experience filters already fail.,true
2026-07-18,Quantcast,Machine Learning Engineer,AI Engineering,Unspecified,"San Francisco, CA",Hybrid,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-quantcast-4430612937,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Posting says work-authorized without employer sponsorship,,No action,Public detail says applicant must be work-authorized in the United States without the need for employer sponsorship.,true
2026-07-18,eClerx,Junior AI Engineer,AI Engineering,Junior,"New York, NY",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/junior-ai-engineer-at-eclerx-4398561767,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD and required years too high,,No action,Public detail asks 2+ years experience and lists target base salary USD 100000-120000.,true
2026-07-18,NXP Semiconductors,NFC System Software Engineer - Entry Level,Software Engineering,Entry level,"San Jose, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/nfc-system-software-engineer-entry-level-at-nxp-semiconductors-4433556366,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Entry-level title and recent-degree wording fit, but public detail lists California base salary USD 83800-115200 below the stored salary floor.",true
2026-07-18,METECS,Junior Simulation Software Engineer,Software Engineering,Junior,"Houston, TX",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/junior-simulation-software-engineer-at-metecs-4424101601,2026-07-17,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Space/aerospace work and citizenship/permanent-residency restriction,,No action,Public detail supports NASA human spaceflight simulation work and says citizenship or lawful permanent resident is required due to federal position.,true
2026-07-18,Fast Forward Rewind,"Software Engineer, New Grad (AI)",AI Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-fast-forward-rewind-4442490431,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,"LinkedIn card says Fast Forward Rewind, but the public detail body repeatedly says Notion and matches Notion recruiting text. Skipped as non-source-of-truth repost.",true
2026-07-18,Fast Forward Rewind,"Software Engineer, New Grad",Software Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-fast-forward-rewind-4442493261,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,"Public LinkedIn detail company says Fast Forward Rewind, but the body is Notion's new-grad posting and requires full-time start before July 27 2026, which conflicts with the stored graduation window.",true
2026-07-18,Purpose Bits,"Software Engineer, New Grad",Software Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-purpose-bits-4442504428,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,"Public LinkedIn detail company says Purpose Bits, but the body is Notion's new-grad posting and requires full-time start before July 27 2026, which conflicts with the stored graduation window.",true
2026-07-18,Purpose Bits,"Software Engineer, New Grad (AI)",AI Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-purpose-bits-4442504429,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,"Public LinkedIn detail company says Purpose Bits, but the body is Notion's new-grad AI posting and requires full-time start before July 27 2026, which conflicts with the stored graduation window.",true
2026-07-18,OSSUMS,"Software Engineer, New Grad (AI)",AI Engineering,New grad,"San Francisco, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-ossums-4442479317,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,LinkedIn company does not match posting body/source-of-truth text,,No action,"Public LinkedIn detail company says OSSUMS, but the body is Notion's new-grad AI posting and requires full-time start before July 27 2026, which conflicts with the stored graduation window.",true
2026-07-18,NVIDIA,"Software R&D Engineer, Digital Logic Synthesis - New College Grad 2026",Software Engineering,New grad,"Santa Clara, CA",Unspecified,LinkedIn Jobs guest search; public LinkedIn detail page,https://www.linkedin.com/jobs/view/software-r-d-engineer-digital-logic-synthesis-new-college-grad-2026-at-nvidia-4415140351,2026-07-18,Low,Skipped,/Users/kejunliu/Downloads/resume/Liu_Kejun_Resume_2026.md,Listed compensation lower bound below 120000 USD,,No action,"Public detail lists Level 2 base range USD 116000-189750 below the salary floor and emphasizes MS/PhD, EDA, VLSI, modern C++, and digital logic synthesis.",true
